category,brand,name,price,features,tier,use_case_tags,compatibility_tags
Digital Signage Players & CMS,NowSignage,NowSignage EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Digital Signage Players & CMS,Yodeck,Yodeck QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
Digital Signage Players & CMS,Yodeck,Yodeck ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Digital Signage Players & CMS,Yodeck,Yodeck ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Digital Signage Players & CMS,Yodeck,Yodeck ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
Digital Signage Players & CMS,Yodeck,Yodeck AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Digital Signage Players & CMS,IAdea,IAdea AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
Digital Signage Players & CMS,IAdea,IAdea AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Digital Signage Players & CMS,IAdea,IAdea EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
Digital Signage Players & CMS,IAdea,IAdea AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
Digital Signage Players & CMS,IAdea,IAdea AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Mersive Solstice,Mersive Solstice ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Mersive Solstice,Mersive Solstice ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Mersive Solstice,Mersive Solstice EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Mersive Solstice,Mersive Solstice ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Mersive Solstice,Mersive Solstice AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Mersive Solstice,Mersive Solstice ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Kramer VIA,Kramer VIA EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Kramer VIA,Kramer VIA QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Kramer VIA,Kramer VIA ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Kramer VIA,Kramer VIA ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Kramer VIA,Kramer VIA ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Kramer VIA,Kramer VIA AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,BenQ InstaShow,BenQ InstaShow AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,BenQ InstaShow,BenQ InstaShow AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,BenQ InstaShow,BenQ InstaShow EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,BenQ InstaShow,BenQ InstaShow AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,BenQ InstaShow,BenQ InstaShow AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,ScreenBeam,ScreenBeam ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,ScreenBeam,ScreenBeam ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,ScreenBeam,ScreenBeam EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,ScreenBeam,ScreenBeam ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,ScreenBeam,ScreenBeam AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Airtame,Airtame ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Airtame,Airtame EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Airtame,Airtame QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Airtame,Airtame ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Airtame,Airtame ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Crestron AirMedia,Crestron AirMedia ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Enterprise,"","crestron_control"
Wireless Presentation,Crestron AirMedia,Crestron AirMedia AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Enterprise,"","crestron_control"
Wireless Presentation,Crestron AirMedia,Crestron AirMedia AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Enterprise,"","crestron_control"
Wireless Presentation,Crestron AirMedia,Crestron AirMedia AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Enterprise,"","crestron_control"
Wireless Presentation,Crestron AirMedia,Crestron AirMedia EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Enterprise,"","crestron_control"
Wireless Presentation,Crestron AirMedia,Crestron AirMedia AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Enterprise,"","crestron_control"
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
Wireless Presentation,Vivitek NovoConnect,Vivitek NovoConnect AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Middle Atlantic (Legrand AV),Middle Atlantic (Legrand AV) ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Middle Atlantic (Legrand AV),Middle Atlantic (Legrand AV) EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Middle Atlantic (Legrand AV),Middle Atlantic (Legrand AV) QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Middle Atlantic (Legrand AV),Middle Atlantic (Legrand AV) ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Middle Atlantic (Legrand AV),Middle Atlantic (Legrand AV) ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Middle Atlantic (Legrand AV),Middle Atlantic (Legrand AV) ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Peerless-AV,Peerless-AV AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Peerless-AV,Peerless-AV AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Peerless-AV,Peerless-AV AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Peerless-AV,Peerless-AV EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Peerless-AV,Peerless-AV AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Peerless-AV,Peerless-AV AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Sanus (Legrand AV),Sanus (Legrand AV) ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Sanus (Legrand AV),Sanus (Legrand AV) ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Sanus (Legrand AV),Sanus (Legrand AV) EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Sanus (Legrand AV),Sanus (Legrand AV) ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Sanus (Legrand AV),Sanus (Legrand AV) AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Vogel's,Vogel's ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Vogel's,Vogel's EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Vogel's,Vogel's QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Vogel's,Vogel's ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Vogel's,Vogel's ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",B-Tech,B-Tech ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",B-Tech,B-Tech AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",B-Tech,B-Tech AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",B-Tech,B-Tech AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",B-Tech,B-Tech EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",SmartMetals,SmartMetals AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",SmartMetals,SmartMetals AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",SmartMetals,SmartMetals ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",SmartMetals,SmartMetals ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",SmartMetals,SmartMetals EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Audipack,Audipack ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Audipack,Audipack AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Audipack,Audipack ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Audipack,Audipack EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Audipack,Audipack QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Omnimount,Omnimount ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Omnimount,Omnimount ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Omnimount,Omnimount ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Omnimount,Omnimount AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Mounts, Racks & Enclosures",Omnimount,Omnimount AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Extron,Extron AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Premium,"",""
"Cables, Connectors & Infrastructure",Extron,Extron EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Premium,"",""
"Cables, Connectors & Infrastructure",Extron,Extron AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Premium,"",""
"Cables, Connectors & Infrastructure",Extron,Extron AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Premium,"",""
"Cables, Connectors & Infrastructure",Extron,Extron ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Premium,"",""
"Cables, Connectors & Infrastructure",Extron,Extron ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Premium,"",""
"Cables, Connectors & Infrastructure",Kramer,Kramer EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Kramer,Kramer ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Kramer,Kramer AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Kramer,Kramer ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Kramer,Kramer EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Kramer,Kramer QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",C2G (Legrand),C2G (Legrand) ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",C2G (Legrand),C2G (Legrand) ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",C2G (Legrand),C2G (Legrand) ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",C2G (Legrand),C2G (Legrand) AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",C2G (Legrand),C2G (Legrand) AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Lindy,Lindy AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Lindy,Lindy EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Lindy,Lindy AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Lindy,Lindy AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Lindy,Lindy ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Liberty AV Solutions,Liberty AV Solutions ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Liberty AV Solutions,Liberty AV Solutions EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Liberty AV Solutions,Liberty AV Solutions ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Liberty AV Solutions,Liberty AV Solutions AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Liberty AV Solutions,Liberty AV Solutions ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Liberty AV Solutions,Liberty AV Solutions EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Neutrik,Neutrik QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Neutrik,Neutrik ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Neutrik,Neutrik ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Neutrik,Neutrik ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Neutrik,Neutrik AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Panduit,Panduit AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Panduit,Panduit AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Panduit,Panduit EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Panduit,Panduit AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Panduit,Panduit AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
"Cables, Connectors & Infrastructure",Leviton,Leviton ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
